InternalName|ClientID|DescriptionText|DisplayName
HSL:Cable:Create_Fold|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Create Fold|Create Fold
HSL:Cable:Create_Route|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Create a harness segment by selecting offset points from faces, centers of circular edges, existing vertices or sketch points.|Create Segment
HSL:Cable:Create_Wire|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Create wire(s) in the harness assembly|Create Wire
HSL:Cable:Delete_Fold|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Delete Fold|Delete Fold
HSL:Cable:Delete_Harness_Entity|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Delete the selected harness entities.|&Delete
HSL:Cable:Delete_Pin_Group|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Delete Pin Group|Delete Pin Group
HSL:Cable:Delete_Point_Entity|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Delete the harness segment point|&Delete Point
HSL:Cable:Delete_RibbonCable_Point|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Delete Ribbon Cable Point|&Delete Point
HSL:Cable:Disconnect_Conductor|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Di&sconnect|Di&sconnect
HSL:Cable:Display_All_As_Actual_Diameter|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Display All as Actual Diameter|Display All as Actual Diameter
HSL:Cable:Display_All_As_Centerline|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Display all as centerline|Display All as &Centerline
HSL:Cable:Display_All_As_Rendered|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Display all as rendered|Display All as &Rendered
HSL:Cable:Display_All_As_Thinline|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Display All as Thin Line|Display All as Thin Line
HSL:Cable:Display_As_Actual_Diameter|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Display as Actual Diameter|Display as Actual Diameter
HSL:Cable:Display_Cable_As_Rendered|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Switch ON/OFF Rendered display for the selected cable|Display Cable As &Rendered
HSL:Cable:Display_Centerline|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Centerline Display|Centerline Display
HSL:Cable:Display_Custom|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Custom Display|Custom Display
HSL:Cable:Display_Rendered|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Rendered Display|Rendered Display
HSL:Cable:DisplayAsRenderedTristate|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Disp&lay as Rendered|Disp&lay as Rendered
HSL:Cable:EDIT_BREAK|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Edit Break|Edit Break
HSL:Cable:Edit_Cable|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Edit the selected cable|&Edit Cable
HSL:Cable:Edit_Fold|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Edit Fold|Edit Fold
HSL:Cable:Edit_Nailboard_Settings|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Set the property for forward creating table in nailboard|Nailboard &Settings
HSL:Cable:Edit_Nailboard_Sketch|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Edit Nailboard Sketch|Edit
HSL:Cable:Edit_Offset|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Edit the offset distance from the selected face|Edit &Offset
HSL:Cable:Edit_Pin_Group|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Edit Pin Group|Edit Pin Group
HSL:Cable:Edit_Route|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Move/Rotate the selected segment point in 3D space.|3D &Move/Rotate
HSL:Cable:Edit_Table_Command|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Edit the currently selected table|Edit
HSL:CABLE:Edit_Twist|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Edit Twist|Edit Twist
HSL:Cable:Edit_Wire|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Edit wire property|&Edit Wire
HSL:Cable:EditRibbonCable|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Edit Ribbon Cable|Edit Ribbon Cable
HSL:Cable:End_Command|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Create current segment and exit the command|&Finish
HSL:Cable:End_ViewWirePath|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Done|&Finish
HSL:Cable:Esc_Command|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Done|&Done [ESC]
HSL:Cable:Export_XML|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Export the active harness data.|Export Harness Data
HSL:Cable:Generate_Nailboard|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Create a Nailboard Drawing|&Nailboard
HSL:Cable:Generate_Report|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Generate Cable and Harness Reports|&Report
HSL:Cable:Ground|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Ground an associative work point|&Grounded
HSL:Cable:Harness_Dimension|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Place a harness dimension between selected end segment and wire points|Harness Dimension
HSL:Cable:IDF_Component_Authoring|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Author an IDF component|IDF Component
HSL:Cable:Import_Wirelist|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Import a list of wires or harness data into the harness assembly|Import Harness Data
HSL:Cable:Insert_New_Harness|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Create a new harness in the assembly|Create Harness...
HSL:Cable:Keep_Wires|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Continue|Continue
HSL:Cable:Library|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|View and edit library wire and cable definitions|Cable && Harness Library
HSL:Cable:NailboardDrawingEnvironment|{C6107C9D-C53F-4323-8768-F65F857F9F5A}||Nailboard Drawing
HSL:Cable:NailboardEditSketchEnvironment|{C6107C9D-C53F-4323-8768-F65F857F9F5A}||Nailboard Sketch
HSL:Cable:NB_Anchor|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Select a pivot point and rotate the wires, ribbon cable or segments to a new location|&Pivot
HSL:Cable:NB_Create_Table|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Create a table from a comma separated file.|&Table
HSL:Cable:NB_Disable_Snap|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Disable drag snapping|&Disable Snap
HSL:Cable:NB_Display_Properties|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Select a harness object to display its properties|Property Display
HSL:Cable:NB_Enable_Snap|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Enable drag snapping|&Enable Snap
HSL:Cable:Next|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Select Next Cable Wire|&Next
HSL:Cable:PartEnvironment|{C6107C9D-C53F-4323-8768-F65F857F9F5A}||Harness Part
HSL:Cable:Place_Pin|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Place pins on part faces|Place Pin
HSL:Cable:Place_Pin_Group|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Place Pin Group|Place Pin Group
HSL:Cable:ReconnectWirePins|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Reconnect Dangling Wires|Reconnect Wire Pins
HSL:Cable:Redefine_Pin|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Move this pin to a newly selected location.|Redefine &Pin
HSL:Cable:Redefine_SegmentPoint|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Redefine the segment point|&Redefine Point
HSL:Cable:Redefine_WirePoint|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Redefine wire or cable wire point|&Redefine Point
HSL:Cable:Rotate90CCW|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Rotate the Selected entity by 90 deg, CCW|Rotate 90deg CCW
HSL:Cable:Rotate90CW|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Rotate the Selected entity by 90 deg, CW|Rotate 90deg CW
HSL:Cable:SegmentOrWire_Display_As_Rendered|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Display as rendered|Disp&lay as Rendered
HSL:Cable:Select_Other|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Select other end of the Entity|Select Other
HSL:Cable:Skip_Wire|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Skip This Wire|Skip This Wire
HSL:Cable:Unroute_Wire|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Unroute selected cables and wires from harness segments|Unroute
HSL:Cable:Update_Table_Command|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Update the currently selected table|Update
HSL:Cable:View_Cable_Path|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|View the paths of all terminated wires in this cable|View &Path
HSL:Cable:View_Wire_Path|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Display the path(s) of selected wires|View &Path
HSL:Cable:Visibility|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Toggle Visibility|&Visibility
HSL:Cable:VisibilityTristate|{C6107C9D-C53F-4323-8768-F65F857F9F5A}|Toggle Visibility|&Visibility
HSL:FDAuthoringToolsButton|{BB8FE430-83BF-418D-8DF9-9B323D3DB9B9}|Author a component for Design Accelerator.|Component Authoring
HSL:Piping:AuthoringTool|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Author Tube & Pipe Fitting|Tube && Pipe Authoring
HSL:Piping:BendRadiusCheck|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Check|Check
HSL:Piping:BendRadiusClear|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Clear Violation|Clear Violation
HSL:Piping:ConnectFitting|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Connect a fitting to a circular edge or another fitting|Connect Fitting
HSL:Piping:ConnectFittings|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Connect existing fittings|Connect Fittings
HSL:Piping:CreatePipeRun|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Create run for tube & pipe route.|Create Pipe Run...
HSL:Piping:CreateRoute|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Create a new route for tube & pipe run.|New Route
HSL:Piping:DefineGravity|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Define the gravity direction to be used with self draining styles.|Gravity
HSL:Piping:DeleteRoute|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Delete Route|Delete Route
HSL:Piping:Edit:3DMoveRotate|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|3D Move/Rotate|3D Move/Rotate
HSL:Piping:Edit:Associate|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Enable/disable associativity at this node|Associative
HSL:Piping:Edit:ContinueBranch|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Continue route definition|Route
HSL:Piping:Edit:Delete|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Delete route element|Delete
HSL:Piping:Edit:EditPosition|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Edit route element position|Edit Position
HSL:Piping:Edit:Fitting|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Enable/disable fitting at this node|Fitting
HSL:Piping:Edit:Fixed|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Change this node status to fixed/auto-routed|Fixed
HSL:Piping:Edit:HoseLength|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Edit hose length by changing end tangency weights|Hose Length
HSL:Piping:Edit:InsertNode|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Insert route node into segment|Insert Node
HSL:Piping:Edit:MoveNode|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Drag node to a new location|Move Node
HSL:Piping:Edit:MoveSegment|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Drag segment to a new location|Move Segment
HSL:Piping:Edit:Redefine|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Redefine route element|Redefine
HSL:Piping:Edit:StartBranch|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Start or continue route definition|Route
HSL:Piping:EditFitting|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Edit placed fitting orientation|Edit Orientation
HSL:Piping:EditRoutePart|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Edit route for tube & pipe run.|Edit Route
HSL:Piping:EndCommand|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|End the current piping command|Done [ESC]
HSL:Piping:GenerateTemplate|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Generate Tube && Pipe Template Runs|Generate Tube && Pipe Template
HSL:Piping:HighlightRouteComponents|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Show Components|Show Components
HSL:Piping:InsertFitting|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Insert Fitting to other two connected fittings|Insert Fitting
HSL:Piping:PlaceFitting|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Place fitting for tube & pipe run.|Place Fitting
HSL:Piping:PopulateRoute|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Populate a tube & pipe route.|Populate Route
HSL:Piping:PopulateSingleRoute|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Populate Route|Populate Route
HSL:Piping:StartRoute|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|New Route|Route
HSL:Piping:StyleEditor|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Edit tube & pipe style.|Tube && Pipe Styles
HSL:Piping:StylesComboBox|{4D39D5F1-0985-4783-AA5A-FC16C288418C}|Active Style|Active Style
HUDDimensioDiameter||Dimension Diameter|Diameter
HUDDimensionRadial||Dimension Radius|Radius
iAssemblyAuthorCmd||iAssembly Author|iAssembly Author
iLogic.About|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|About iLogic|About iLogic
iLogic.AddForm|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Add Form|Add Form
iLogic.AddRule|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Add Rule|Add Rule
iLogic.AssignName|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Assign Name...|Assign Name...
iLogic.ClearCodeClipboard|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Clear captured code|Clear captured code
iLogic.Configuration|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|iLogic Configuration|iLogic Configuration
iLogic.DeleteAllRules|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Delete All Rules|Delete All Rules
iLogic.DeleteName|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Delete Name|Delete Name
iLogic.DrawingGenerateCode|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Capture Current State|Capture Current State
iLogic.EditName|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Edit Name...|Edit Name...
iLogic.EditRule|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Edit Rule|Edit Rule
iLogic.EventTriggers|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Event Triggers|Event Triggers
iLogic.FreeILogicMemory|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Free iLogic Memory|Free iLogic Memory
iLogic.HideLabel|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Hide Label|Hide Label
iLogic.HideLabels|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Hide Labels|Hide Labels
iLogic.iCopy|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|iLogic Design Copy|iLogic Design Copy
ilogic.logwindow|||
iLogic.PlaceComponent|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Place iLogic Component|Place iLogic Component
iLogic.RegenAllRules|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Regenerate All Rules|Regenerate All Rules
iLogic.RuleBrowser|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|iLogic Browser|iLogic Browser
iLogic.ShowLabel|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Show Label|Show Label
iLogic.ShowLabels|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Show Labels|Show Labels
ilogic.treeeditor|||
iLogic.Trigger|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|iTrigger|iTrigger
iLogic.XmlExport|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Export to XML|Export to XML
iLogic.XmlImport|{3BDD8D79-2179-4B11-8A5A-257B1C0263AC}|Import from XML|Import from XML
IndependentAdaptiveCtxCmd|||
IndicateWorkFeatureCmd|||
InferIMatesFromFeatureCtxCmd|||
INVCAM_COMMAND_2DMILLING|{749E667C-2560-416A-A5E7-68B96FF997B1}|2D Milling|2D Milling
INVCAM_COMMAND_3DMILLING|{749E667C-2560-416A-A5E7-68B96FF997B1}|3D Milling|3D Milling
INVCAM_COMMAND_ABOUT|{749E667C-2560-416A-A5E7-68B96FF997B1}|About|About
INVCAM_COMMAND_ADDBOOKMARK|{749E667C-2560-416A-A5E7-68B96FF997B1}|Add Bookmark|Add Bookmark
INVCAM_COMMAND_ADDTONEWFOLDER|{749E667C-2560-416A-A5E7-68B96FF997B1}|Add to New Folder|Add to New Folder
INVCAM_COMMAND_ADDTONEWPATTERN|{749E667C-2560-416A-A5E7-68B96FF997B1}|Add to New Pattern|Add to New Pattern
INVCAM_COMMAND_BETAMODE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Beta Mode|Beta Mode
INVCAM_COMMAND_BROWSEEXAMPLES|{749E667C-2560-416A-A5E7-68B96FF997B1}|Browse Examples|Browse Examples
INVCAM_COMMAND_CLEARTOOLPATH|{749E667C-2560-416A-A5E7-68B96FF997B1}|Clear Toolpath|Clear Toolpath
INVCAM_COMMAND_COLLAPSEALLCHIDREN|{749E667C-2560-416A-A5E7-68B96FF997B1}|Collapse All Children|Collapse All Children
INVCAM_COMMAND_COMPAREANDEDIT|{749E667C-2560-416A-A5E7-68B96FF997B1}|Compare and Edit|Compare and Edit
INVCAM_COMMAND_CONTEXTUALCANCEL|{749E667C-2560-416A-A5E7-68B96FF997B1}|Cancel (ESC)|Cancel (ESC)
INVCAM_COMMAND_CONTEXTUALCLOSE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Close (ESC)|Close (ESC)
INVCAM_COMMAND_CONTEXTUALOK|{749E667C-2560-416A-A5E7-68B96FF997B1}|OK (Enter)|OK (Enter)
INVCAM_COMMAND_COPY|{749E667C-2560-416A-A5E7-68B96FF997B1}|Copy|Copy
INVCAM_COMMAND_CREATEALLTEMPLATE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Create All Templates|Create All Templates
INVCAM_COMMAND_CREATEDERIVEDOPERATION|{749E667C-2560-416A-A5E7-68B96FF997B1}|Create Derived Operation|Create Derived Operation
INVCAM_COMMAND_CREATEFROMTEMPLATE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Create From Template|Create From Template
INVCAM_COMMAND_CREATEPATTERN|{749E667C-2560-416A-A5E7-68B96FF997B1}|Pattern|Pattern
INVCAM_COMMAND_CUTTING|{749E667C-2560-416A-A5E7-68B96FF997B1}|Cutting|Cutting
INVCAM_COMMAND_DEFAULTFOLDER|{749E667C-2560-416A-A5E7-68B96FF997B1}|Default Folder|Default Folder
INVCAM_COMMAND_DELETE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Delete|Delete
INVCAM_COMMAND_DERIVED2DMILLING|{749E667C-2560-416A-A5E7-68B96FF997B1}|2D Milling|2D Milling
INVCAM_COMMAND_DERIVED3DMILLING|{749E667C-2560-416A-A5E7-68B96FF997B1}|3D Milling|3D Milling
INVCAM_COMMAND_DERIVEDDRILLING|{749E667C-2560-416A-A5E7-68B96FF997B1}|Drilling|Drilling
INVCAM_COMMAND_DERIVEDMULTIAXISMILLING|{749E667C-2560-416A-A5E7-68B96FF997B1}|Multi-Axis Milling|Multi-Axis Milling
INVCAM_COMMAND_DERIVEDTURNING|{749E667C-2560-416A-A5E7-68B96FF997B1}|Turning|Turning
INVCAM_COMMAND_DISCUSSIONGROUP|{749E667C-2560-416A-A5E7-68B96FF997B1}|Discussion Group|Discussion Group
INVCAM_COMMAND_DRILLING|{749E667C-2560-416A-A5E7-68B96FF997B1}|Drilling|Drilling
INVCAM_COMMAND_DUPLICATE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Duplicate|Duplicate
INVCAM_COMMAND_DYNAMICTEMPLATE|{749E667C-2560-416A-A5E7-68B96FF997B1}|template menu item|template menu item
INVCAM_COMMAND_EDIT|{749E667C-2560-416A-A5E7-68B96FF997B1}|Edit|Edit
INVCAM_COMMAND_EDITNOTES|{749E667C-2560-416A-A5E7-68B96FF997B1}|&Edit Notes...|&Edit Notes...
INVCAM_COMMAND_EXPANDALLCHILDREN|{749E667C-2560-416A-A5E7-68B96FF997B1}|Expand All Children|Expand All Children
INVCAM_COMMAND_GENERATESETUPSHEET|{749E667C-2560-416A-A5E7-68B96FF997B1}|Setup Sheet|Setup Sheet
INVCAM_COMMAND_GENERATESETUPSHEETALL|{749E667C-2560-416A-A5E7-68B96FF997B1}|Generate Setup Sheet (All)|Generate Setup Sheet (All)
INVCAM_COMMAND_GENERATETOOLPATH|{749E667C-2560-416A-A5E7-68B96FF997B1}|Generate|Generate
INVCAM_COMMAND_GENERATETOOLPATHALL|{749E667C-2560-416A-A5E7-68B96FF997B1}|Generate Toolpath (All)|Generate Toolpath (All)
INVCAM_COMMAND_GOTOEND|{749E667C-2560-416A-A5E7-68B96FF997B1}|Go to End|Go to End
INVCAM_COMMAND_GOTONEXTBOOKMARK|{749E667C-2560-416A-A5E7-68B96FF997B1}|Go to Next Bookmark|Go to Next Bookmark
INVCAM_COMMAND_GOTONEXTCLASH|{749E667C-2560-416A-A5E7-68B96FF997B1}|Go to Next Event|Go to Next Event
INVCAM_COMMAND_GOTONEXTMOVE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Go to Next Move|Go to Next Move
INVCAM_COMMAND_GOTONEXTOPERATION|{749E667C-2560-416A-A5E7-68B96FF997B1}|Go to Next Operation|Go to Next Operation
INVCAM_COMMAND_GOTOPREVIOUSBOOKMARK|{749E667C-2560-416A-A5E7-68B96FF997B1}|Go to Previous Bookmark|Go to Previous Bookmark
INVCAM_COMMAND_GOTOPREVIOUSCLASH|{749E667C-2560-416A-A5E7-68B96FF997B1}|Go to Previous Event|Go to Previous Event
INVCAM_COMMAND_GOTOPREVIOUSMOVE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Go to Previous Move|Go to Previous Move
INVCAM_COMMAND_GOTOPREVIOUSOPERATION|{749E667C-2560-416A-A5E7-68B96FF997B1}|Go to Previous Operation|Go to Previous Operation
INVCAM_COMMAND_GOTOSTART|{749E667C-2560-416A-A5E7-68B96FF997B1}|Go to Start|Go to Start
INVCAM_COMMAND_HELP|{749E667C-2560-416A-A5E7-68B96FF997B1}|Help/Tutorials|Help/Tutorials
INVCAM_COMMAND_LOADMODELASSTOCK|{749E667C-2560-416A-A5E7-68B96FF997B1}|Load Model as Stock|Load Model as Stock
INVCAM_COMMAND_LOADSTOCK|{749E667C-2560-416A-A5E7-68B96FF997B1}|Load Stock|Load Stock
INVCAM_COMMAND_LOOP|{749E667C-2560-416A-A5E7-68B96FF997B1}|Loop|Loop
INVCAM_COMMAND_MACHINEBROWSER|{749E667C-2560-416A-A5E7-68B96FF997B1}|Machine Browser|Machine Browser
INVCAM_COMMAND_MACHININGTIME|{749E667C-2560-416A-A5E7-68B96FF997B1}|Machining Time|Machining Time
INVCAM_COMMAND_MAKEDEFAULT|{749E667C-2560-416A-A5E7-68B96FF997B1}|Make Default|Make Default
INVCAM_COMMAND_MOVEINSERTMARKERHERE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Move Current Position Here|Move Current Position Here
INVCAM_COMMAND_MOVEINSERTMARKERTOEND|{749E667C-2560-416A-A5E7-68B96FF997B1}|Move Current Position To End|Move Current Position To End
INVCAM_COMMAND_MOVEMARKER|{749E667C-2560-416A-A5E7-68B96FF997B1}|Move Marker|Move Marker
INVCAM_COMMAND_MULTIAXISMILLING|{749E667C-2560-416A-A5E7-68B96FF997B1}|Multi-Axis Milling|Multi-Axis Milling
INVCAM_COMMAND_NEWFOLDER|{749E667C-2560-416A-A5E7-68B96FF997B1}|Folder|Folder
INVCAM_COMMAND_NEWOPERATION|{749E667C-2560-416A-A5E7-68B96FF997B1}|New Operation|New Operation
INVCAM_COMMAND_NEWSETUP|{749E667C-2560-416A-A5E7-68B96FF997B1}|Setup|Setup
INVCAM_COMMAND_NOTEMPLATEFOLDER|{749E667C-2560-416A-A5E7-68B96FF997B1}|None|None
INVCAM_COMMAND_OPENINSTALLATIONFOLDER|{749E667C-2560-416A-A5E7-68B96FF997B1}|Open Installation Folder|Open Installation Folder
INVCAM_COMMAND_OPENINTERMEDIATEFOLDER|{749E667C-2560-416A-A5E7-68B96FF997B1}|Open Intermediate Folder|Open Intermediate Folder
INVCAM_COMMAND_OPENNCFOLDER|{749E667C-2560-416A-A5E7-68B96FF997B1}|Open NC Folder|Open NC Folder
INVCAM_COMMAND_OPENTEMPLATEFOLDER|{749E667C-2560-416A-A5E7-68B96FF997B1}|Init template folder name|Init template folder name
INVCAM_COMMAND_OPTIONAL|{749E667C-2560-416A-A5E7-68B96FF997B1}|Optional|Optional
INVCAM_COMMAND_OPTIONS|{749E667C-2560-416A-A5E7-68B96FF997B1}|Options|Options
INVCAM_COMMAND_ORIENTATION_BACK|{749E667C-2560-416A-A5E7-68B96FF997B1}|Tool Back|Tool Back
INVCAM_COMMAND_ORIENTATION_BOTTOM|{749E667C-2560-416A-A5E7-68B96FF997B1}|Tool Bottom|Tool Bottom
INVCAM_COMMAND_ORIENTATION_FRONT|{749E667C-2560-416A-A5E7-68B96FF997B1}|Tool Front|Tool Front
INVCAM_COMMAND_ORIENTATION_ISO|{749E667C-2560-416A-A5E7-68B96FF997B1}|Tool Isometric|Tool Isometric
INVCAM_COMMAND_ORIENTATION_LEFT|{749E667C-2560-416A-A5E7-68B96FF997B1}|Tool Left|Tool Left
INVCAM_COMMAND_ORIENTATION_RIGHT|{749E667C-2560-416A-A5E7-68B96FF997B1}|Tool Right|Tool Right
INVCAM_COMMAND_ORIENTATION_TOP|{749E667C-2560-416A-A5E7-68B96FF997B1}|Tool Top|Tool Top
INVCAM_COMMAND_PASTE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Paste|Paste
INVCAM_COMMAND_PASTETOOL|{749E667C-2560-416A-A5E7-68B96FF997B1}|Paste Tool|Paste Tool
INVCAM_COMMAND_PAUSE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Pause|Pause
INVCAM_COMMAND_PLAY|{749E667C-2560-416A-A5E7-68B96FF997B1}|Play|Play
INVCAM_COMMAND_POSTEXCHANGE|{749E667C-2560-416A-A5E7-68B96FF997B1}|Post Exchange|Post Exchange
INVCAM_COMMAND_POSTPROCESS|{749E667C-2560-416A-A5E7-68B96FF997B1}|Post Process|Post Process
INVCAM_COMMAND_POSTPROCESSALL|{749E667C-2560-416A-A5E7-68B96FF997B1}|Post Process (All)|Post Process (All)
INVCAM_COMMAND_PROBING|{749E667C-2560-416A-A5E7-68B96FF997B1}|Probing|Probing
INVCAM_COMMAND_PROTECT|{749E667C-2560-416A-A5E7-68B96FF997B1}|Protect|Protect
INVCAM_COMMAND_REMOVEALLBOOKMARKS|{749E667C-2560-416A-A5E7-68B96FF997B1}|Remove All Bookmarks|Remove All Bookmarks
INVCAM_COMMAND_REMOVEBOOKMARK|{749E667C-2560-416A-A5E7-68B96FF997B1}|Remove Bookmark|Remove Bookmark
INVCAM_COMMAND_RENAME|{749E667C-2560-416A-A5E7-68B96FF997B1}|Rename|Rename
